Name,AC,Alignment,CR,Current HP,Damage,Environment,Hit Points,Initiative,Initiative Roll,Legendary,Page Number,Size,Source,Speed (ft),Type
"Dwarf, Angler",15,,4,65,,,65,0,10,,164,,Tome of Beasts 3,,Humanoid
Young Black Dragon,18,,7,127,,,127,2,12,,88,,5e SRD,,Dragon
Champion Warrior,16,,5,90,,,90,4,14,,497,,A5e Monstrous Menagerie,,Humanoid
Spawn of Hriggala,16,,10,138,,,138,-2,8,,89,,Tome of Beasts 2,,Fiend
Androsphinx,17,,17,199,,,199,0,10,Legendary,281,,5e SRD,,Monstrosity
Sapphire Jelly,9,,6,144,,,144,-1,9,,312,,Tome of Beasts 2,,Ooze
Snow Giant,11,,5,138,,,138,1,11,,174,,Tome of Beasts 2,,Giant
Lamassu,17,,10,147,,,147,2,12,Legendary,247,,Creature Codex,,Celestial
Guard,16,,0.125,11,,,11,1,11,,347,,5e SRD,,Humanoid
Sleipnir,15,,5,105,,,105,1,11,,344,,Creature Codex,,Monstrosity
Old Salt,15,,5,117,,,117,3,13,,304,,Tome of Beasts 3,,Undead
Horned Devil,18,,11,178,,,178,3,13,,74,,5e SRD,,Fiend
Soil Snake,14,,4,115,,,115,0,10,,351,,Tome of Beasts 3,,Construct
Empty Cloak,13,,0.5,45,,,45,2,12,,176,,Tome of Beasts,,Construct
Shriekbat,15,,9,178,,,178,1,11,,325,,Tome of Beasts 2,,Monstrosity
Druid,11,,2,27,,,27,1,11,,346,,5e SRD,,Humanoid
Boomer,7,,0.5,22,,,22,-5,5,,157,,Tome of Beasts 2,,Plant
Giant Bombardier Beetle,14,,0.25,13,,,13,2,12,,39,,Tome of Beasts 2,,Beast
Kalke,14,,0.25,9,,,9,3,13,,259,,Tome of Beasts,,Fiend
Oozasis,7,,9,217,,,217,-3,7,,310,,Tome of Beasts,,Ooze
Sanddrift Drake,16,,6,102,,,102,4,14,,127,,Tome of Beasts 2,,Dragon
Hvalfiskr,16,,15,275,,,275,3,13,,237,,Tome of Beasts 3,,Giant
Swarm of Wasps,12,,0.5,22,,,22,1,11,,337,,5e SRD,,Beast
Thuellai,17,,10,149,,,149,7,17,,379,,Tome of Beasts,,Elemental
"Animated Instrument, Symphony",15,,15,201,,,201,4,14,Legendary,37,,Tome of Beasts 3,,Construct
Mountain Dwarf Soldier,16,,0.5,19,,,19,1,11,,493,,A5e Monstrous Menagerie,,Humanoid
Mineral Ooze,9,,3,76,,,76,-1,9,,280,,Tome of Beasts 2,,Ooze
Wharfling Swarm,14,,4,63,,,63,3,13,,407,,Tome of Beasts,,Beast
Griffon,12,,2,59,,"Desert, Mountains",59,2,12,,174,Large,5e SRD,30,Monstrosity
Pombero,15,,3,90,,,90,3,13,,313,,Tome of Beasts,,Fey
Spider Thief,13,,2,54,,,54,1,11,,366,,Tome of Beasts,,Construct
Incarnate Gloom,16,,13,184,,,184,4,14,,213,,Tome of Beasts 2,,Undead
Risen Reaver,15,,7,168,,,168,3,13,,328,,Tome of Beasts,,Undead
War Wyvern,15,,7,119,,,119,1,11,,386,,Creature Codex,,Dragon
Giant Toad,11,,1,39,,,39,1,11,,329,,5e SRD,,Beast
Monolith Champion,17,,8,102,,,102,1,11,,294,,Tome of Beasts,,Construct
Ala,17,,8,127,,,127,3,13,,13,,Tome of Beasts,,Fey
August Rooster,14,,4,75,,,75,3,13,,33,,Tome of Beasts 2,,Monstrosity
"Golem, Tar",14,,7,119,,,119,-1,9,,218,,Tome of Beasts 3,,Construct
Monkey’s Bane Vine,13,,4,119,,,119,0,10,,273,,Tome of Beasts 3,,Plant
Scrofin,13,,2,68,,,68,1,11,,319,,Tome of Beasts 2,,Fey
Roachling Lord,15,,2,63,,,63,3,13,,329,,Tome of Beasts,,Humanoid
Catamount,12,,4,117,,,117,2,12,,74,,Tome of Beasts 3,,Monstrosity
Ahu-Nixta,14,,3,67,,,67,2,12,,11,,Creature Codex,,Aberration
Vine Golem,14,,3,67,,,67,4,14,,181,,Tome of Beasts 2,,Construct
Giant Crocodile,14,,5,85,,,85,-1,9,,324,,5e SRD,,Beast
Feyward Tree,17,,8,94,,,94,0,10,,200,,Tome of Beasts,,Construct
Dream Wraith,14,,5,60,,,60,4,14,,135,,Creature Codex,,Undead
Jaculus,18,,3,65,,,65,4,14,,258,,Tome of Beasts,,Dragon
Sahuagin Champion,16,,5,90,,,90,4,14,,377,,A5e Monstrous Menagerie,,Humanoid
Adult Brass Dragon (+),18,,16,161,,,161,0,10,Legendary,156,,A5e Monstrous Menagerie,,Dragon
"Angel, Zirnitran",19,,20,325,,,325,2,12,Legendary,30,,Tome of Beasts 3,,Celestial
Winter Wolf,13,,3,75,,,75,1,11,,340,,5e SRD,,Monstrosity
Lesser Scrag,13,,2,45,,,45,0,10,,200,,Creature Codex,,Monstrosity
Howler Baboon,12,,0.25,13,,,13,2,12,,380,,Tome of Beasts 2,,Beast
Tarrasque,25,,30,676,,,676,0,10,Legendary,286,,5e SRD,,Monstrosity
Dullahan,17,,11,178,,,178,4,14,,161,,Tome of Beasts,,Fey
Forest Marauder,15,,4,114,,,114,0,10,,205,,Tome of Beasts,,Giant
Giant Constrictor Snake,12,,2,60,,,60,2,12,,324,,5e SRD,,Beast
Wandering Haze,16,,10,170,,,170,3,13,,389,,Tome of Beasts 3,,Ooze
Vampire Assassin,16,,12,142,,,142,4,14,Legendary,420,,A5e Monstrous Menagerie,,Undead
Jackalwere Pack Leader,12,,2,36,,,36,2,12,,291,,A5e Monstrous Menagerie,,Fiend
Vampire Warlock - Variant,16,,13,144,,,144,4,14,Legendary,425,,Tome of Beasts,,Undead
Burrowling,13,,0.5,27,,,27,3,13,,49,,Tome of Beasts,,Humanoid
Forest Gnome Illusionist,12,,6,67,,,67,2,12,,482,,A5e Monstrous Menagerie,,Humanoid
Splinter Matron,16,,7,136,,,136,4,14,,352,,Tome of Beasts 3,,Fey
Mirror Hag,16,,6,168,,,168,3,13,,243,,Tome of Beasts,,Fey
Zombie Horde,8,,4,75,,,75,-2,8,,437,,A5e Monstrous Menagerie,,Undead
Erinyes,18,,12,153,,,153,3,13,,73,,5e SRD,,Fiend
Clockwork Sentinel,18,,4,60,,,60,1,11,,52,,A5e Monstrous Menagerie,,Construct
Razorleaf,14,,5,112,,,112,1,11,,317,,Creature Codex,,Plant
Scarecrow,12,,1,31,,,31,2,12,,382,,A5e Monstrous Menagerie,,Construct
Mydnari,13,,0.5,22,,,22,3,13,,264,,Tome of Beasts 2,,Humanoid
Waterkledde,14,,5,123,,,123,2,12,,390,,Tome of Beasts 3,,Fiend
Spurred Water Skate,13,,1,60,,,60,3,13,,399,,Tome of Beasts 2,,Beast
Gargoctopus,13,,5,104,,,104,1,11,,167,,Creature Codex,,Monstrosity
Ankheg Queen,14,,3,59,,,59,0,10,Legendary,26,,A5e Monstrous Menagerie,,Monstrosity
Bonespitter,17,,13,217,,,217,-2,8,,47,,Tome of Beasts 2,,Monstrosity
Scorpionfolk,15,,3,52,,,52,1,11,,385,,A5e Monstrous Menagerie,,Monstrosity
Chronalmental,17,,8,152,,,152,5,15,,57,,Tome of Beasts,,Elemental
Song Angel,15,,6,76,,,76,3,13,,320,,Creature Codex,,Celestial
Khodumodumo,18,,14,186,,,186,5,15,,229,,Tome of Beasts 2,,Monstrosity
Sporous Crab,14,,1,33,,,33,-1,9,,398,,Tome of Beasts 2,,Beast
Durrim,,,,0,,,,,14,,,,,,Character
Hoard Drake,16,,8,147,,,147,-2,8,,258,,Tome of Beasts 2,,Dragon
Ratfolk Mercenary,15,,2,45,,,45,4,14,,315,,Creature Codex,,Humanoid
Quasit,13,,1,7,,,7,3,13,,63,,5e SRD,,Fiend
Ogre,11,,2,59,,,59,-1,9,,237,,5e SRD,,Giant
Anophiloi,12,,1,33,,,33,2,12,,39,,Creature Codex,,Monstrosity
Jinmenju,14,,9,126,,,126,-5,5,Legendary,232,,Creature Codex,,Plant
Ahuizotl,14,,2,71,,,71,2,12,,10,,Creature Codex,,Monstrosity
Wharfling,13,,0.125,6,,,6,3,13,,407,,Tome of Beasts,,Beast
Priest,13,,2,27,,,27,0,10,,348,,5e SRD,,Humanoid
Balor,19,,19,262,,,262,2,12,,55,,5e SRD,,Fiend
Young Void Dragon,18,,9,157,,,157,0,10,,140,,Tome of Beasts,,Dragon
Faerie Dragon,15,,1,14,,,14,5,15,,205,,A5e Monstrous Menagerie,,Dragon
Aboleth Thrall,12,,2,45,,,45,2,12,,17,,A5e Monstrous Menagerie,,Humanoid
Blood Imp,13,,0.5,14,,,14,2,12,,103,,Tome of Beasts 2,,Fiend
Graknork,20,,14,201,,,201,4,14,,182,,Tome of Beasts 2,,Monstrosity
Nalusa Falaya,13,,0.5,33,,,33,2,12,,274,,Creature Codex,,Aberration
Rat,10,,0,1,,,1,0,10,,335,,5e SRD,,Beast
Merclops,13,,7,126,,,126,0,10,,58,,A5e Monstrous Menagerie,,Giant
Ouroban,18,,11,209,,,209,0,10,,293,,Creature Codex,,Humanoid
Xorn,19,,5,73,,,73,0,10,,304,,5e SRD,,Elemental
Chimeric Phantom,11,,2,36,,,36,1,11,,62,,Tome of Beasts 2,,Undead
Herald Of Blood,15,,12,115,,,115,1,11,Legendary,248,,Tome of Beasts,,Fiend
Deep Dwarf Soldier,16,,0.5,19,,,19,1,11,,493,,A5e Monstrous Menagerie,,Humanoid
"Dragon, Prismatic Young",17,,8,142,,,142,0,10,,143,,Tome of Beasts 3,,Dragon
Nullicorn,12,,5,105,,,105,2,12,,292,,Tome of Beasts 3,,Aberration
Acid Ant,13,,0.25,13,,,13,1,11,,8,,Creature Codex,,Monstrosity
Nkosi,15,,0.5,11,,,11,3,13,,306,,Tome of Beasts,,Humanoid
Quagga,16,,4,84,,,84,4,14,,325,,Tome of Beasts 3,,Monstrosity
Sluagh Swarm,13,,3,54,,,54,3,13,,376,,Tome of Beasts,,Fey
Kobold Chieftain,17,,4,82,,,82,3,13,,263,,Tome of Beasts,,Humanoid
Derro Shadow Antipaladin,18,,5,82,,,82,4,14,,93,,Tome of Beasts,,Humanoid
Ancient White Dragon (+),20,,22,370,,,370,1,11,Legendary,121,,A5e Monstrous Menagerie,,Dragon
Demilich,20,,18,159,,,159,7,17,Legendary,62,,A5e Monstrous Menagerie,,Undead
Doom Golem,17,,10,153,,,153,1,11,,201,,Creature Codex,,Construct
"Ooze, Leavesrot",8,,4,105,,,105,-2,8,,305,,Tome of Beasts 3,,Ooze
Chain Devil (+),16,,11,85,,,85,2,12,,72,,5e SRD,,Fiend
Spark Mephit,12,,0.5,17,,,17,2,12,,327,,A5e Monstrous Menagerie,,Elemental
Piasa,15,,6,144,,,144,0,10,,298,,Creature Codex,,Dragon
Planetar,19,,16,200,,,200,5,15,,17,,5e SRD,,Celestial
Chain Devil,17,,9,127,,,127,2,12,,80,,A5e Monstrous Menagerie,,Fiend
Yeti,12,,4,68,,,68,1,11,,433,,A5e Monstrous Menagerie,,Monstrosity
Gug,17,,12,270,,,270,0,10,Legendary,241,,Tome of Beasts,,Giant
"Dragon, Prismatic Ancient",20,,21,407,,,407,0,10,Legendary,140,,Tome of Beasts 3,,Dragon
Adult Green Dragon,19,,15,207,,,207,1,11,Legendary,94,,5e SRD,,Dragon
Steam Mephit,10,,0.25,21,,,21,0,10,,217,,5e SRD,,Elemental
Son Of Fenris,17,,12,175,,,175,3,13,,355,,Tome of Beasts,,Monstrosity
Young Wind Dragon,17,,6,150,,,150,4,14,,144,,Tome of Beasts,,Dragon
Ahu-Nixta Cataphract,17,,8,135,,,135,-1,9,,9,,Tome of Beasts 2,,Aberration
Bucca,14,,0.5,27,,,27,3,13,,46,,Tome of Beasts,,Fey
Fate Eater,16,,6,182,,,182,1,11,,180,,Tome of Beasts,,Aberration
Wardu,16,,6,105,,,105,4,14,,365,,Tome of Beasts 2,,Aberration
Goblin Alchemist,13,,1,10,,,10,1,11,,250,,A5e Monstrous Menagerie,,Humanoid
Dogmole,14,,1,71,,,71,3,13,,120,,Tome of Beasts,,Beast
"Dwarf, Firecracker",14,,3,68,,,68,0,10,,165,,Tome of Beasts 3,,Humanoid
"Hag, Floe",15,,5,135,,,135,2,12,,226,,Tome of Beasts 3,,Fey
Rock Salamander,13,,0.5,27,,,27,3,13,,333,,Tome of Beasts 3,,Elemental
Giant Bat,13,,0.25,22,,,22,3,13,,323,,5e SRD,,Beast
Shroud Ray,13,,8,97,,,97,3,13,,50,,A5e Monstrous Menagerie,,Aberration
Lunar Devil,16,,8,94,,,94,5,15,,110,,Tome of Beasts,,Fiend
Dread Examiner,19,,21,322,,,322,3,13,Legendary,159,,Tome of Beasts 3,,Aberration
Coastline Reaper,16,,9,144,,,144,4,14,,92,,Tome of Beasts 3,,Monstrosity
Moonweb,16,,6,97,,,97,4,14,,276,,Tome of Beasts 3,,Aberration
Animated Offal,8,,9,207,,,207,-2,8,,38,,Tome of Beasts 3,,Ooze
Seahorse,11,,0,1,,,1,1,11,,459,,A5e Monstrous Menagerie,,Beast
Greater Sphinx,20,,17,220,,,220,2,12,,399,,A5e Monstrous Menagerie,,Monstrosity
Demilich Mastermind,20,,18,319,,,319,7,17,Legendary,63,,A5e Monstrous Menagerie,,Undead
Rochade,14,,0.5,27,,,27,4,14,,332,,Tome of Beasts 3,,Fey
Ancient Green Dragon,21,,22,385,,,385,1,11,Legendary,93,,5e SRD,,Dragon
Dune Mimic,13,,8,168,,,168,-1,9,,162,,Tome of Beasts,,Monstrosity
"Ooze, Scintillating",15,,12,165,,,165,0,10,Legendary,307,,Tome of Beasts 3,,Ooze
Ngobou,15,,5,85,,,85,-1,9,,115,,Tome of Beasts,,Beast
"Dragon, Sand Young",19,,11,189,,,189,1,11,,147,,Tome of Beasts 3,,Dragon
Mummy,11,,3,58,,,58,-1,9,,228,,5e SRD,,Undead
Ankou Soul Seeker,15,,8,171,,,171,0,10,,38,,Creature Codex,,Dragon
Fidele Angel,16,,5,104,,,104,4,14,,21,,Tome of Beasts,,Celestial
Poisonous Snake,13,,0.125,2,,,2,3,13,,334,,5e SRD,,Beast
Goblin Dreadnought,17,,1,10,,,10,1,11,,250,,A5e Monstrous Menagerie,,Humanoid
Three-Headed Clockwork Dragon,18,,14,275,,,275,0,10,,111,,Creature Codex,,Construct
Rakshasa,16,,13,110,,,110,3,13,,257,,5e SRD,,Fiend
Grindylow,13,,1,27,,,27,2,12,,210,,Creature Codex,,Aberration
Tar Ghoul,13,,4,66,,,66,3,13,,176,,Creature Codex,,Undead
Worg,13,,0.5,26,,,26,1,11,,341,,5e SRD,,Monstrosity
Npc: Merchant Captain,15,,6,104,,,104,3,13,,410,,Tome of Beasts 3,,Humanoid
Dimensional Shambler,16,,9,102,,,102,5,15,,107,,Tome of Beasts 2,,Aberration
Flying Polyp,17,,11,171,,,171,1,11,,162,,Creature Codex,,Aberration
Shadow Blight,13,,1,65,,,65,2,12,,326,,Creature Codex,,Plant
White Stag,13,,2,45,,,45,2,12,,379,,Creature Codex,,Celestial
Transcendent Lunarchida,16,,6,91,,,91,3,13,,346,,Tome of Beasts 2,,Aberration
Marid,17,,11,172,,,172,3,13,,224,,A5e Monstrous Menagerie,,Elemental
Sammael,16,,7,104,,,104,0,10,,19,,Creature Codex,,Celestial
Kraken,18,,23,472,,,472,0,10,Legendary,197,,5e SRD,,Monstrosity
Adult Black Dragon (+),19,,17,253,,,253,2,12,Legendary,102,,A5e Monstrous Menagerie,,Dragon
"Ghoul, Darakhul EOTG",16,,3,78,,,78,3,13,,216,,Tome of Beasts,,Undead
Snallygaster,16,,15,207,,,207,0,10,,348,,Tome of Beasts 3,,Aberration
Goblin Musketeer,13,,1,10,,,10,1,11,,250,,A5e Monstrous Menagerie,,Humanoid
Bone Lord,20,,19,285,,,285,2,12,Legendary,65,,Tome of Beasts 3,,Undead
Black Sun Orc,14,,2,65,,,65,2,12,,289,,Creature Codex,,Humanoid
Qiqirn,14,,2,38,,,38,4,14,,301,,Tome of Beasts 2,,Monstrosity
Tar Ooze,9,,6,120,,,120,-1,9,,280,,Tome of Beasts 2,,Ooze
Backup Holler Spider,12,,0.25,14,,,14,2,12,,395,,Tome of Beasts 2,,Beast
Fulad-Zereh,18,,9,115,,,115,0,10,,85,,Creature Codex,,Fiend
Alchemist,14,,6,91,,,91,3,13,,466,,A5e Monstrous Menagerie,,Humanoid
Ink Devil,14,,2,54,,,54,4,14,,107,,Tome of Beasts,,Fiend
Copper Dragon Wyrmling,16,,1,22,,,22,1,11,,112,,5e SRD,,Dragon
Otyugh,14,,5,114,,,114,0,10,,248,,5e SRD,,Aberration
"Fungi, Void Fungus",14,,3,65,,,65,2,12,,193,,Tome of Beasts 3,,Plant
Boot Grabber,11,,0.5,22,,,22,1,11,,56,,Creature Codex,,Aberration
Bar Brawl,12,,3,67,,,67,1,11,,48,,Creature Codex,,Humanoid
Pelagic Blush Worm,17,,9,188,,,188,2,12,,313,,Tome of Beasts 3,,Monstrosity
Titanoboa,14,,12,232,,,232,0,10,,382,,Tome of Beasts,,Beast
Cauldronborn,13,,2,13,,,13,-2,8,,59,,Creature Codex,,Construct
Kobold,12,,0.125,5,,,5,2,12,,195,,5e SRD,,Humanoid
Otterfolk,14,,0.25,18,,,18,3,13,,288,,Tome of Beasts 2,,Humanoid
Cloud Giant,14,,9,200,,,200,0,10,,154,,5e SRD,,Giant
Flab Giant,14,,4,110,,,110,-2,8,,223,,Tome of Beasts,,Giant
Glass Golem,12,,2,45,,,45,2,12,,200,,Creature Codex,,Construct
Stryx,13,,0.125,10,,,10,3,13,,369,,Tome of Beasts,,Monstrosity
Water Horse,12,,4,77,,,77,2,12,,373,,Creature Codex,,Fey
Wampus Cat,14,,1,58,,,58,4,14,,405,,Tome of Beasts,,Monstrosity
Piercer,17,,0.5,9,,,9,0,10,,373,,A5e Monstrous Menagerie,,Monstrosity
Winterghast,13,,4,78,,,78,3,13,,371,,Tome of Beasts 2,,Undead
Korrigan,14,,3,66,,,66,3,13,,242,,Creature Codex,,Fey
Ancient Silver Dragon,22,,23,487,,,487,0,10,Legendary,116,,5e SRD,,Dragon
Giant Badger,10,,0.25,13,,,13,0,10,,323,,5e SRD,,Beast
Bulette,17,,5,94,,,94,0,10,,34,,5e SRD,,Monstrosity
Shantak,16,,5,123,,,123,1,11,,328,,Creature Codex,,Monstrosity
Vampire Spawn,15,,4,76,,,76,3,13,,421,,A5e Monstrous Menagerie,,Undead
Azeban,16,,4,78,,,78,3,13,,44,,Creature Codex,,Fey
Green Abyss Orc,13,,0.5,15,,,15,3,13,,291,,Creature Codex,,Humanoid
Adult Wasteland Dragon,18,,17,225,,,225,0,10,Legendary,118,,Creature Codex,,Dragon
Rift Swine,15,,5,110,,,110,0,10,,326,,Tome of Beasts,,Aberration
Ursa Polaris,15,,7,133,,,133,1,11,,364,,Creature Codex,,Monstrosity
Blood Flurry,17,,10,144,,,144,5,15,,63,,Tome of Beasts 3,,Aberration
Adult Light Dragon,17,,16,212,,,212,0,10,Legendary,170,,Creature Codex,,Dragon
Cat,12,,0,2,,,2,2,12,,320,,5e SRD,,Beast
Kapi,14,,0.5,13,,,13,4,14,,234,,Creature Codex,,Humanoid
Tusked Crimson Ogre,14,,5,93,,,93,-1,9,,279,,Creature Codex,,Giant
Ghast of Leng,14,,3,127,,,127,3,13,,168,,Creature Codex,,Aberration
Mudmutt,15,,5,105,,,105,5,15,,279,,Tome of Beasts 3,,Monstrosity
Aniwye,15,,5,102,,,102,2,12,,25,,Tome of Beasts 2,,Monstrosity
Werewolf,11,,3,58,,,58,1,11,,211,,5e SRD,,Humanoid
Orthrus,13,,3,60,,,60,3,13,,292,,Creature Codex,,Monstrosity
Initiate of the Elder Elementals,12,,2,33,,,33,2,12,,216,,Tome of Beasts 2,,Humanoid
Kech,12,,1,30,,,30,2,12,,38,,A5e Monstrous Menagerie,,Humanoid
Dark Servant,12,,1,55,,,55,1,11,,72,,Creature Codex,,Humanoid
Hongaek,15,,8,105,,,105,5,15,,201,,Tome of Beasts 2,,Elemental
Nodosaurus,13,,1,45,,,45,0,10,,109,,Creature Codex,,Beast
Elder Vampire,16,,11,285,,,285,4,14,Legendary,420,,A5e Monstrous Menagerie,,Undead
Ghost Dwarf,14,,6,81,,,81,2,12,,171,,Creature Codex,,Undead
Herald of the Void,17,,11,123,,,123,5,15,Legendary,199,,Tome of Beasts 2,,Fiend
Grim Jester,18,,11,136,,,136,6,16,,240,,Tome of Beasts,,Undead
Venom Maw Hydra,15,,12,231,,,231,3,13,Legendary,370,,Creature Codex,,Monstrosity
Xiphus,15,,5,55,,,55,5,15,,388,,Creature Codex,,Fey
Coven Green Hag,14,,5,97,,,97,2,12,,269,,A5e Monstrous Menagerie,,Fey
Slithy Tove,15,,4,91,,,91,5,15,,347,,Tome of Beasts 3,,Monstrosity
Amber Ooze,7,,4,76,,,76,-3,7,,277,,Tome of Beasts 2,,Ooze
Adult Black Dragon,19,,14,195,,,195,2,12,Legendary,88,,5e SRD,,Dragon
"Dragon, Prismatic Wyrmling",16,,2,39,,,39,0,10,,143,,Tome of Beasts 3,,Dragon
Gumienniki,13,,1,22,,,22,3,13,,213,,Creature Codex,,Fiend
Shadow Elf Warrior,13,,0.25,11,,,11,1,11,,498,,A5e Monstrous Menagerie,,Humanoid
Niya-Atha Warrior,16,,2,49,,,49,2,12,,290,,Tome of Beasts 3,,Fey
Veteran Swordbreaker Skeleton,14,,3,78,,,78,1,11,,332,,Tome of Beasts 2,,Undead
Crimson Drake,14,,1,54,,,54,2,12,,151,,Tome of Beasts,,Dragon
Eldritch Ooze,8,,5,153,,,153,-2,8,,278,,Tome of Beasts 2,,Ooze
"Drake, Ethereal",16,,7,133,,,133,2,12,,153,,Tome of Beasts 3,,Dragon
Moon Drake,15,,5,76,,,76,5,15,,260,,Creature Codex,,Dragon
Light Dragon Wyrmling,13,,2,39,,,39,0,10,,113,,Creature Codex,,Dragon
Far Darrig,14,,3,104,,,104,3,13,,179,,Tome of Beasts,,Fey
Ancient Mithral Dragon,20,,18,297,,,297,3,13,Legendary,132,,Tome of Beasts,,Dragon
Spawn of Chernobog,14,,4,95,,,95,1,11,,347,,Creature Codex,,Fiend
Invisible Stalker,14,,6,104,,,104,4,14,,192,,5e SRD,,Elemental
Night Hag,17,,5,112,,,112,2,12,,178,,5e SRD,,Fiend
Master Assassin,18,,17,143,,,143,5,15,,469,,A5e Monstrous Menagerie,,Humanoid
Dryad,11,,1,22,,,22,1,11,,121,,5e SRD,,Fey
Iron Golem,20,,16,210,,,210,-1,9,,170,,5e SRD,,Construct
Suturefly,14,,0.25,7,,,7,4,14,,372,,Tome of Beasts,,Beast
Half-Red Dragon Veteran,18,,5,65,,,65,1,11,,180,,5e SRD,,Humanoid
Spell-warped Chuul,16,,7,127,,,127,0,10,,48,,A5e Monstrous Menagerie,,Aberration
Pseudodragon,13,,0.25,7,,,7,2,12,,254,,5e SRD,,Dragon
Putrescent Slime,8,,1,45,,,45,-1,9,,300,,Tome of Beasts 2,,Ooze
Mi-Go,17,,5,76,,,76,4,14,,287,,Tome of Beasts,,Plant
Idolic Deity,17,,8,90,,,90,5,15,,255,,Tome of Beasts,,Construct
Glass Gator,15,,1,45,,,45,2,12,,228,,Tome of Beasts,,Beast
Giant Centipede,13,,0.25,4,,,4,2,12,,323,,5e SRD,,Beast
Voidpool,8,,5,112,,,112,-2,8,,362,,Tome of Beasts 2,,Ooze
Living Soot,15,,7,142,,,142,5,15,,263,,Tome of Beasts 3,,Elemental
Alkonost,12,,0.5,17,,,17,2,12,,12,,Creature Codex,,Monstrosity
Trollkin Ironmonger,19,,5,105,,,105,1,11,,376,,Tome of Beasts 3,,Humanoid
Sazakan,16,,8,142,,,142,2,12,,336,,Tome of Beasts 3,,Elemental
Bunyip,14,,8,150,,,150,2,12,,441,,A5e Monstrous Menagerie,,Beast
Polar Bear,12,,2,42,,,42,0,10,,334,,5e SRD,,Beast
Young Copper Dragon,17,,7,119,,,119,1,11,,111,,5e SRD,,Dragon
Ravenfolk Warrior,15,,3,78,,,78,3,13,,323,,Tome of Beasts,,Humanoid
Bastet Temple Cat,14,,1,40,,,40,4,14,,32,,Tome of Beasts,,Monstrosity
Rafflesian,17,,7,136,,,136,-1,9,,327,,Tome of Beasts 3,,Plant
Silenal,14,,7,117,,,117,4,14,,328,,Tome of Beasts 2,,Fey
Saber-Toothed Tiger,12,,2,52,,,52,2,12,,336,,5e SRD,,Beast
Nephirron Devil,19,,16,225,,,225,2,12,,104,,Tome of Beasts 2,,Fiend
Mbielu,15,,3,95,,,95,2,12,,114,,Tome of Beasts,,Beast
Gorao-Ka,13,,0.125,17,,,17,0,10,,221,,Tome of Beasts 2,,Fey
Fleshdreg,15,,5,115,,,115,-2,8,,152,,Tome of Beasts 2,,Plant
Gray Ooze,8,,0.5,22,,,22,-2,8,,243,,5e SRD,,Ooze
Jack of Strings,14,,5,90,,,90,4,14,,218,,Tome of Beasts 2,,Fey
Kobold Trapsmith,14,,1,36,,,36,3,13,,264,,Tome of Beasts,,Humanoid
Wicked Skull,13,,0.125,7,,,7,3,13,,368,,Tome of Beasts 2,,Monstrosity
Edjet Initiate,12,,0.25,19,,,19,1,11,,131,,Tome of Beasts 2,,Humanoid
Swarm of Bats,12,,0.25,22,,,22,2,12,,337,,5e SRD,,Beast
Nyctli,14,,0.25,7,,,7,4,14,,271,,Tome of Beasts 2,,Fey
Murgrik,18,,9,152,,,152,0,10,,263,,Tome of Beasts 2,,Aberration
Giant Sea Horse,13,,0.5,16,,,16,2,12,,328,,5e SRD,,Beast
Ancient Titan,15,,12,198,,,198,1,11,,380,,Tome of Beasts,,Celestial
Alabroza,12,,1,45,,,45,2,12,,13,,Tome of Beasts 3,,Monstrosity
Hell Hound,15,,3,45,,,45,1,11,,182,,5e SRD,,Fiend
Faux-Garou,12,,5,93,,,93,0,10,,174,,Tome of Beasts 3,,Construct
"Rakshasa, Servitor",13,,0.5,32,,,32,3,13,,329,,Tome of Beasts 3,,Fiend
Brownie Mystic,15,,5,82,,,82,5,15,,69,,Tome of Beasts 3,,Fey
Butatsch,17,,14,248,,,248,2,12,,54,,Tome of Beasts 2,,Aberration
Divi Noble,18,,11,345,,,345,1,11,,218,,A5e Monstrous Menagerie,,Elemental
Cueyatl Sea Priest,12,,1,45,,,45,1,11,,69,,Creature Codex,,Humanoid
Beggar Ghoul,12,,0.5,13,,,13,2,12,,221,,Tome of Beasts,,Undead
Phoenixborn Sorcerer,13,,3,60,,,60,3,13,,316,,Tome of Beasts 3,,Humanoid
Adult Copper Dragon (+),18,,17,253,,,253,1,11,Legendary,166,,A5e Monstrous Menagerie,,Dragon
Npc: Breathstealer,15,,7,99,,,99,4,14,,404,,Tome of Beasts 3,,Humanoid
Apau Perape,16,,6,95,,,95,4,14,,75,,Tome of Beasts,,Fiend
Dire Lionfish,15,,6,136,,,136,2,12,,131,,Tome of Beasts 3,,Beast
"Ogre, Cunning Artisan",14,,5,119,,,119,0,10,,299,,Tome of Beasts 3,,Giant
Murmuring Worm,16,,12,195,,,195,1,11,,245,,A5e Monstrous Menagerie,,Aberration
Bouda,15,,5,93,,,93,2,12,,44,,Tome of Beasts,,Fiend
Spawn Of Akyishigal,15,,5,119,,,119,1,11,,83,,Tome of Beasts,,Fiend
Ancient Light Dragon,22,,22,407,,,407,0,10,Legendary,170,,Creature Codex,,Dragon
Devouring Angel,15,,12,220,,,220,2,12,,125,,Tome of Beasts 3,,Aberration
Sarsaok,17,,7,136,,,136,1,11,,313,,Tome of Beasts 2,,Monstrosity
Badger,10,,0,3,,,3,0,10,,318,,5e SRD,,Beast
Dissimortuum,15,,7,112,,,112,0,10,,119,,Tome of Beasts,,Undead
Djinni,17,,11,161,,,161,2,12,,144,,5e SRD,,Elemental
